cid,text
1646,"35/2024/QH15
Điều 42. Nguồn tài chính để đầu tư, xây dựng, quản lý, vận hành, khai thác, bảo trì kết cấu hạ tầng đường bộ và nguồn thu từ kết cấu hạ tầng đường bộ 1 . Nguồn tài chính để đầu tư, xây dựng, quản lý, vận hành, khai thác và bảo trì kết cấu hạ tầng đường bộ được thực hiện theo quy định của pháp luật về ngân sách nhà nước, pháp luật về đầu tư, pháp luật về đầu tư công, pháp luật về đầu tư theo phương thức đối tác công tư, pháp luật về quản lý, sử dụng tài sản công và quy định khác của pháp luật có liên quan.
2. Nguồn thu từ kết cấu hạ tầng đường bộ nộp ngân sách nhà nước bao gồm:
b) Phí sử dụng đường cao tốc thu đối với phương tiện lưu thông trên tuyến đường cao tốc do Nhà nước đầu tư, sở hữu, quản lý và khai thác;"
1647,"35/2024/QH15
Điều 42. Nguồn tài chính để đầu tư, xây dựng, quản lý, vận hành, khai thác, bảo trì kết cấu hạ tầng đường bộ và nguồn thu từ kết cấu hạ tầng đường bộ 1 . Nguồn tài chính để đầu tư, xây dựng, quản lý, vận hành, khai thác và bảo trì kết cấu hạ tầng đường bộ được thực hiện theo quy định của pháp luật về ngân sách nhà nước, pháp luật về đầu tư, pháp luật về đầu tư công, pháp luật về đầu tư theo phương thức đối tác công tư, pháp luật về quản lý, sử dụng tài sản công và quy định khác của pháp luật có liên quan.
2. Nguồn thu từ kết cấu hạ tầng đường bộ nộp ngân sách nhà nước bao gồm:
c) Nguồn thu của Nhà nước liên quan đến khai thác, sử dụng kết cấu hạ tầng đường bộ, nguồn thu từ khai thác, sử dụng công trình hạ tầng kỹ thuật sử dụng chung với đường bộ và các nguồn thu hợp pháp khác theo quy định của pháp luật."
1648,"35/2024/QH15
Điều 44. Quy định chung đối với đường bộ cao tốc
3. Đất để xây dựng kết cấu hạ tầng đường cao tốc bao gồm:
a) Đất quy định tại điểm a và điểm b khoản 1 Điều 13 của Luật này;"
1649,"35/2024/QH15
Điều 44. Quy định chung đối với đường bộ cao tốc
3. Đất để xây dựng kết cấu hạ tầng đường cao tốc bao gồm:
b) Đất để xây dựng trung tâm quản lý, điều hành giao thông tuyến đường cao tốc."
1650,"35/2024/QH15
Điều 46. Chính sách phát triển đường cao tốc Chính sách phát triển đường cao tốc thực hiện theo quy định tại Điều 4 của Luật này và các quy định sau đây:
3. Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác trong các trường hợp sau đây:
a) Thực hiện nghĩa vụ của Nhà nước theo quy định của pháp luật và hợp đồng dự án đầu tư theo phương thức đối tác công tư;"
1651,"35/2024/QH15
Điều 46. Chính sách phát triển đường cao tốc Chính sách phát triển đường cao tốc thực hiện theo quy định tại Điều 4 của Luật này và các quy định sau đây:
3. Nhà nước ưu tiên bố trí ngân sách nhà nước, nguồn lực khác trong các trường hợp sau đây:
b) Mở rộng, nâng cấp đường cao tốc đang đầu tư hoặc đã khai thác theo quy mô phân kỳ."
1652,"35/2024/QH15
Điều 47. Đầu tư, xây dựng, phát triển đường cao tốc
2. Đường cao tốc được đầu tư, xây dựng phù hợp với quy hoạch quy định tại khoản 2 Điều 44 của Luật này và đầu tư, xây dựng đồng bộ các công trình sau đây:
a) Đường gom hoặc đường bên;"
1653,"35/2024/QH15
Điều 47. Đầu tư, xây dựng, phát triển đường cao tốc
2. Đường cao tốc được đầu tư, xây dựng phù hợp với quy hoạch quy định tại khoản 2 Điều 44 của Luật này và đầu tư, xây dựng đồng bộ các công trình sau đây:
b) Trung tâm quản lý, điều hành giao thông tuyến đường cao tốc;"
1654,"35/2024/QH15
Điều 47. Đầu tư, xây dựng, phát triển đường cao tốc
2. Đường cao tốc được đầu tư, xây dựng phù hợp với quy hoạch quy định tại khoản 2 Điều 44 của Luật này và đầu tư, xây dựng đồng bộ các công trình sau đây:
c) Trạm dừng nghỉ, điểm dừng xe, đỗ xe;"
1655,"35/2024/QH15
Điều 47. Đầu tư, xây dựng, phát triển đường cao tốc
2. Đường cao tốc được đầu tư, xây dựng phù hợp với quy hoạch quy định tại khoản 2 Điều 44 của Luật này và đầu tư, xây dựng đồng bộ các công trình sau đây:
d) Hệ thống thu phí điện tử không dừng đối với tuyến đường có thu tiền sử dụng đường bộ;"
1656,"35/2024/QH15
Điều 47. Đầu tư, xây dựng, phát triển đường cao tốc
2. Đường cao tốc được đầu tư, xây dựng phù hợp với quy hoạch quy định tại khoản 2 Điều 44 của Luật này và đầu tư, xây dựng đồng bộ các công trình sau đây:
đ) Công trình kiểm soát tải trọng xe."
1657,"35/2024/QH15
Điều 48. Mở rộng, nâng cấp đường cao tốc hoặc đường bộ đang khai thác nâng cấp thành đường cao tốc
2. Đối với dự án đã được đầu tư theo phương thức đối tác công tư đang trong giai đoạn thực hiện hợp đồng dự án, cơ quan ký kết hợp đồng thỏa thuận với nhà đầu tư về việc mở rộng, nâng cấp đường cao tốc hoặc đường bộ đang khai thác nâng cấp thành đường cao tốc theo một trong các phương án sau đây:
a) Nhà đầu tư đề xuất điều chỉnh dự án đầu tư để mở rộng, nâng cấp;"
1658,"35/2024/QH15
Điều 48. Mở rộng, nâng cấp đường cao tốc hoặc đường bộ đang khai thác nâng cấp thành đường cao tốc
2. Đối với dự án đã được đầu tư theo phương thức đối tác công tư đang trong giai đoạn thực hiện hợp đồng dự án, cơ quan ký kết hợp đồng thỏa thuận với nhà đầu tư về việc mở rộng, nâng cấp đường cao tốc hoặc đường bộ đang khai thác nâng cấp thành đường cao tốc theo một trong các phương án sau đây:
b) Nhà nước tổ chức lập dự án đầu tư mở rộng, nâng cấp theo phương thức đối tác công tư hoặc đầu tư công, trừ trường hợp trùng lặp với dự án đầu tư theo phương thức đối tác công tư đã có quyết định chủ trương đầu tư hoặc quyết định dự án hoặc trùng lặp với dự án đầu tư công đã có quyết định chủ trương đầu tư hoặc đã có quyết định đầu tư theo quy định của pháp luật về đầu tư theo phương thức đối tác công tư, pháp luật về đầu tư công."
1659,"35/2024/QH15
Điều 50. Phí sử dụng đường cao tốc
1. Nhà nước thu phí sử dụng đường cao tốc đối với phương tiện lưu thông trên đường cao tốc thuộc sở hữu toàn dân do Nhà nước đại diện chủ sở hữu và trực tiếp quản lý, khai thác, bao gồm:
a) Đường cao tốc do Nhà nước đầu tư theo hình thức đầu tư công;"
1660,"35/2024/QH15
Điều 50. Phí sử dụng đường cao tốc
1. Nhà nước thu phí sử dụng đường cao tốc đối với phương tiện lưu thông trên đường cao tốc thuộc sở hữu toàn dân do Nhà nước đại diện chủ sở hữu và trực tiếp quản lý, khai thác, bao gồm:
b) Đường cao tốc được đầu tư theo các hình thức khác khi kết thúc hợp đồng, chuyển giao cho Nhà nước."
1661,"35/2024/QH15
Điều 50. Phí sử dụng đường cao tốc
2. Quản lý, sử dụng các nguồn thu từ phí sử dụng đường cao tốc được quy định như sau:
a) Cơ quan quản lý đường bộ tổ chức khai thác tài sản nộp số phí thu được vào ngân sách nhà nước theo quy định của pháp luật về phí và lệ phí;"
1662,"35/2024/QH15
Điều 50. Phí sử dụng đường cao tốc
2. Quản lý, sử dụng các nguồn thu từ phí sử dụng đường cao tốc được quy định như sau:
b) Tổ chức nhận nhượng quyền thu phí, nhượng quyền kinh doanh - quản lý nộp số tiền nhận nhượng quyền vào ngân sách nhà nước; số tiền phí thu được trong thời gian thực hiện hợp đồng chuyển nhượng không phải nộp ngân sách nhà nước, trừ phần doanh thu phải chia sẻ cho Nhà nước theo quy định của pháp luật."
1663,"35/2024/QH15
Điều 51. Tạm dừng khai thác đường cao tốc
2. Các trường hợp đường cao tốc phải tạm dừng khai thác bao gồm:
a) Công trình bị hư hỏng do xảy ra sự cố công trình, do hậu quả của thiên tai không thể khai thác, sử dụng an toàn;"
1664,"35/2024/QH15
Điều 51. Tạm dừng khai thác đường cao tốc
2. Các trường hợp đường cao tốc phải tạm dừng khai thác bao gồm:
b) Khi xảy ra sự cố cháy, nổ, tai nạn giao thông đặc biệt nghiêm trọng buộc phải tạm dừng khai thác để phục vụ cứu nạn, cứu hộ và bảo đảm an toàn giao thông đường bộ;"
1665,"35/2024/QH15
Điều 51. Tạm dừng khai thác đường cao tốc
2. Các trường hợp đường cao tốc phải tạm dừng khai thác bao gồm:
c) Khi có yêu cầu phục vụ quốc phòng, an ninh hoặc các trường hợp đặc biệt khác theo yêu cầu của cơ quan nhà nước có thẩm quyền."
1666,"35/2024/QH15
Điều 51. Tạm dừng khai thác đường cao tốc
3. Khi phát hiện nguy cơ mất an toàn, nguy cơ xảy ra sự cố công trình đường cao tốc ảnh hưởng đến an toàn cho người, phương tiện giao thông, tài sản khác thì người quản lý, sử dụng đường cao tốc có trách nhiệm sau đây:
a) Kịp thời dừng sử dụng đường cao tốc, trong thời hạn không quá 60 phút kể từ thời điểm dừng phải thông báo cho người có thẩm quyền về nguyên nhân phải tạm dừng và chịu trách nhiệm về quyết định của mình;"
1667,"35/2024/QH15
Điều 51. Tạm dừng khai thác đường cao tốc
3. Khi phát hiện nguy cơ mất an toàn, nguy cơ xảy ra sự cố công trình đường cao tốc ảnh hưởng đến an toàn cho người, phương tiện giao thông, tài sản khác thì người quản lý, sử dụng đường cao tốc có trách nhiệm sau đây:
b) Thực hiện các biện pháp để bảo đảm an toàn cho người, phương tiện giao thông, tài sản khác; hạn chế và ngăn ngừa các nguy hiểm có thể xảy ra đối với công trình;"
